idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION05436,Secundaria,Matemáticas,03/02/2025,16.12,3,Estudio,3,Confundido,No,4.1
SESSION05437,Pregrado,Psicología,09/08/2024,15.98,3,Redacción,3,Tarea completada,Sí,2.6
SESSION05438,Pregrado,Ingeniería,25/06/2024,32.82,7,Programación,3,Tarea completada,Sí,2.2
SESSION05439,Secundaria,Ingeniería,09/10/2024,2.85,1,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION05440,Pregrado,Matemáticas,06/11/2024,35.54,7,Lluvia de ideas,4,Abandonó,Sí,3.7
SESSION05441,Pregrado,Biología,11/08/2024,7.09,1,Ayuda en tareas,3,Tarea completada,Sí,3.2
SESSION05442,Posgrado,Ingeniería,23/06/2025,28.95,7,Redacción,3,Confundido,Sí,3.8
SESSION05443,Secundaria,Ingeniería,06/07/2024,4.83,2,Estudio,1,Abandonó,Sí,2.3
SESSION05444,Pregrado,Ciencias de la Computación,31/05/2025,5.1,1,Estudio,3,Idea desarrollada,Sí,3.2
SESSION05445,Pregrado,Ingeniería,15/09/2024,7.61,2,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05446,Pregrado,Biología,07/12/2024,11.75,5,Estudio,4,Tarea completada,No,4.7
SESSION05447,Pregrado,Negocios,11/07/2024,8.21,1,Redacción,4,Tarea completada,Sí,5.0
SESSION05448,Pregrado,Biología,06/01/2025,21.41,4,Estudio,5,Tarea completada,No,5.0
SESSION05449,Pregrado,Ingeniería,16/02/2025,26.65,9,Ayuda en tareas,3,Tarea completada,Sí,2.3
SESSION05450,Secundaria,Biología,22/03/2025,47.59,14,Redacción,4,Tarea completada,Sí,4.0
SESSION05451,Pregrado,Biología,15/04/2025,2.23,1,Programación,3,Tarea completada,Sí,3.9
SESSION05452,Posgrado,Matemáticas,12/10/2024,28.58,10,Redacción,5,Tarea completada,Sí,5.0
SESSION05453,Pregrado,Psicología,19/07/2024,14.83,5,Programación,5,Tarea completada,Sí,4.9
SESSION05454,Posgrado,Negocios,21/07/2024,35.77,15,Redacción,3,Tarea completada,Sí,3.5
SESSION05455,Posgrado,Biología,20/01/2025,27.38,6,Redacción,5,Tarea completada,No,5.0
SESSION05456,Pregrado,Ciencias de la Computación,18/10/2024,21.49,5,Estudio,3,Idea desarrollada,Sí,2.3
SESSION05457,Pregrado,Negocios,22/02/2025,28.58,10,Programación,3,Confundido,Sí,3.2
SESSION05458,Posgrado,Psicología,17/02/2025,33.2,9,Redacción,3,Idea desarrollada,No,4.2
SESSION05459,Pregrado,Matemáticas,12/06/2025,9.42,4,Redacción,2,Tarea completada,Sí,1.5
SESSION05460,Pregrado,Ingeniería,30/07/2024,26.76,9,Programación,4,Tarea completada,No,4.3
SESSION05461,Posgrado,Ciencias de la Computación,17/09/2024,4.61,1,Redacción,3,Idea desarrollada,No,3.1
SESSION05462,Pregrado,Ingeniería,04/03/2025,37.63,15,Lluvia de ideas,2,Idea desarrollada,Sí,3.5
SESSION05463,Pregrado,Matemáticas,01/11/2024,37.42,11,Ayuda en tareas,2,Tarea completada,Sí,1.9
SESSION05464,Pregrado,Biología,31/05/2025,27.53,12,Programación,5,Tarea completada,Sí,5.0
SESSION05465,Pregrado,Ingeniería,17/02/2025,8.71,2,Redacción,4,Idea desarrollada,Sí,4.2
SESSION05466,Secundaria,Ingeniería,18/02/2025,13.89,4,Ayuda en tareas,3,Confundido,Sí,2.2
SESSION05467,Pregrado,Historia,05/06/2025,11.15,3,Programación,3,Confundido,No,2.3
SESSION05468,Posgrado,Matemáticas,30/08/2024,8.57,2,Redacción,3,Tarea completada,Sí,2.4
SESSION05469,Pregrado,Matemáticas,21/01/2025,11.77,4,Estudio,2,Tarea completada,Sí,2.0
SESSION05470,Secundaria,Psicología,10/11/2024,1.37,1,Programación,3,Idea desarrollada,Sí,1.7
SESSION05471,Pregrado,Matemáticas,05/11/2024,17.21,8,Ayuda en tareas,1,Abandonó,No,1.0
SESSION05472,Pregrado,Ingeniería,15/04/2025,23.58,5,Redacción,2,Tarea completada,Sí,2.2
SESSION05473,Pregrado,Psicología,11/04/2025,17.83,6,Redacción,3,Idea desarrollada,Sí,3.3
SESSION05474,Secundaria,Historia,26/09/2024,7.18,2,Ayuda en tareas,4,Tarea completada,No,5.0
SESSION05475,Pregrado,Historia,12/06/2025,3.36,1,Investigación,3,Idea desarrollada,Sí,3.2
SESSION05476,Pregrado,Historia,16/11/2024,41.48,12,Redacción,2,Confundido,Sí,2.5
SESSION05477,Secundaria,Psicología,17/03/2025,15.74,4,Estudio,2,Confundido,Sí,3.1
SESSION05478,Pregrado,Historia,30/01/2025,40.71,15,Estudio,3,Confundido,Sí,2.1
SESSION05479,Secundaria,Negocios,03/11/2024,9.79,3,Estudio,5,Tarea completada,Sí,5.0
SESSION05480,Secundaria,Ciencias de la Computación,19/08/2024,3.82,1,Redacción,3,Tarea completada,Sí,2.1
SESSION05481,Pregrado,Negocios,11/07/2024,34.82,9,Programación,4,Tarea completada,Sí,3.6
SESSION05482,Pregrado,Ingeniería,11/11/2024,20.24,6,Ayuda en tareas,4,Abandonó,No,3.6
SESSION05483,Posgrado,Psicología,21/11/2024,28.23,6,Programación,3,Tarea completada,Sí,2.8
SESSION05484,Pregrado,Ingeniería,21/07/2024,14.84,6,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05485,Pregrado,Historia,06/07/2024,2.46,1,Redacción,5,Tarea completada,No,5.0
SESSION05486,Pregrado,Psicología,17/07/2024,20.83,6,Programación,4,Tarea completada,Sí,5.0
SESSION05487,Pregrado,Ingeniería,29/11/2024,6.35,2,Redacción,3,Idea desarrollada,No,3.2
SESSION05488,Pregrado,Ingeniería,30/12/2024,18.93,6,Lluvia de ideas,4,Tarea completada,Sí,4.6
SESSION05489,Pregrado,Ingeniería,31/01/2025,23.75,7,Lluvia de ideas,4,Tarea completada,No,3.9
SESSION05490,Pregrado,Ingeniería,24/06/2025,15.68,5,Redacción,4,Tarea completada,Sí,3.7
SESSION05491,Pregrado,Negocios,03/02/2025,17.01,5,Ayuda en tareas,3,Tarea completada,No,3.2
SESSION05492,Pregrado,Matemáticas,29/06/2024,9.75,2,Ayuda en tareas,3,Tarea completada,Sí,2.3
SESSION05493,Pregrado,Ciencias de la Computación,01/03/2025,4.86,1,Programación,5,Tarea completada,Sí,3.8
SESSION05494,Pregrado,Ingeniería,01/07/2024,9.26,2,Redacción,2,Idea desarrollada,Sí,3.1
SESSION05495,Pregrado,Historia,25/11/2024,11.2,2,Ayuda en tareas,3,Idea desarrollada,No,4.2
SESSION05496,Pregrado,Ingeniería,31/01/2025,17.08,3,Lluvia de ideas,4,Idea desarrollada,Sí,4.8
SESSION05497,Posgrado,Biología,07/12/2024,18.56,3,Lluvia de ideas,4,Abandonó,No,3.5
SESSION05498,Secundaria,Matemáticas,13/06/2025,13.52,3,Ayuda en tareas,5,Idea desarrollada,Sí,5.0
SESSION05499,Secundaria,Ciencias de la Computación,11/06/2025,11.16,3,Ayuda en tareas,3,Tarea completada,No,3.8
SESSION05500,Secundaria,Ingeniería,10/05/2025,10.53,2,Estudio,3,Tarea completada,Sí,3.5
SESSION05501,Pregrado,Biología,22/01/2025,29.41,10,Ayuda en tareas,3,Tarea completada,Sí,1.0
SESSION05502,Secundaria,Ingeniería,16/07/2024,27.62,6,Estudio,5,Idea desarrollada,Sí,4.0
SESSION05503,Pregrado,Biología,22/07/2024,9.44,3,Programación,3,Tarea completada,Sí,3.1
SESSION05504,Secundaria,Ciencias de la Computación,22/01/2025,12.59,3,Ayuda en tareas,3,Confundido,No,1.9
SESSION05505,Pregrado,Historia,21/11/2024,10.07,2,Programación,4,Tarea completada,No,4.0
SESSION05506,Pregrado,Matemáticas,29/03/2025,26.06,6,Redacción,5,Tarea completada,Sí,5.0
SESSION05507,Pregrado,Psicología,11/12/2024,6.34,2,Estudio,4,Confundido,Sí,3.0
SESSION05508,Posgrado,Historia,26/12/2024,17.15,4,Lluvia de ideas,3,Confundido,No,3.5
SESSION05509,Pregrado,Historia,04/10/2024,11.91,3,Estudio,5,Confundido,Sí,5.0
SESSION05510,Secundaria,Ingeniería,11/07/2024,28.37,5,Investigación,4,Tarea completada,Sí,4.6
SESSION05511,Pregrado,Ciencias de la Computación,22/04/2025,11.71,4,Estudio,5,Idea desarrollada,Sí,5.0
SESSION05512,Pregrado,Negocios,21/03/2025,24.15,9,Programación,4,Tarea completada,No,2.9
SESSION05513,Pregrado,Matemáticas,06/06/2025,38.43,9,Ayuda en tareas,4,Tarea completada,Sí,5.0
SESSION05514,Pregrado,Ciencias de la Computación,25/09/2024,19.1,6,Ayuda en tareas,4,Tarea completada,Sí,4.9
SESSION05515,Pregrado,Psicología,27/12/2024,8.53,2,Redacción,4,Idea desarrollada,Sí,5.0
SESSION05516,Pregrado,Ingeniería,04/01/2025,27.39,6,Programación,2,Idea desarrollada,Sí,1.1
SESSION05517,Secundaria,Biología,05/10/2024,70.56,21,Redacción,4,Tarea completada,Sí,4.5
SESSION05518,Pregrado,Negocios,20/03/2025,3.62,1,Lluvia de ideas,4,Idea desarrollada,Sí,4.1
SESSION05519,Posgrado,Ingeniería,15/03/2025,7.58,2,Estudio,4,Confundido,No,4.1
SESSION05520,Posgrado,Historia,11/08/2024,25.78,6,Programación,2,Tarea completada,Sí,1.0
SESSION05521,Pregrado,Biología,29/03/2025,28.44,5,Ayuda en tareas,4,Tarea completada,Sí,4.2
SESSION05522,Posgrado,Psicología,04/06/2025,9.08,3,Programación,4,Idea desarrollada,Sí,3.4
SESSION05523,Pregrado,Historia,16/09/2024,1.96,1,Estudio,4,Abandonó,Sí,4.2
SESSION05524,Pregrado,Historia,08/03/2025,12.99,3,Estudio,5,Idea desarrollada,Sí,5.0
SESSION05525,Secundaria,Ciencias de la Computación,07/09/2024,14.33,3,Programación,4,Confundido,No,4.6
SESSION05526,Pregrado,Historia,31/01/2025,11.77,3,Redacción,4,Idea desarrollada,Sí,3.7
SESSION05527,Secundaria,Ciencias de la Computación,19/05/2025,23.75,6,Estudio,4,Confundido,No,5.0
SESSION05528,Pregrado,Negocios,14/10/2024,4.28,1,Estudio,4,Tarea completada,Sí,3.4
SESSION05529,Secundaria,Negocios,21/10/2024,25.88,10,Redacción,4,Tarea completada,Sí,4.7
SESSION05530,Pregrado,Ingeniería,04/02/2025,10.7,4,Programación,4,Confundido,Sí,3.7
SESSION05531,Pregrado,Psicología,22/03/2025,21.01,6,Redacción,4,Idea desarrollada,Sí,2.7
SESSION05532,Pregrado,Ingeniería,16/11/2024,15.32,3,Lluvia de ideas,4,Tarea completada,Sí,5.0
SESSION05533,Pregrado,Biología,24/05/2025,14.76,3,Programación,3,Abandonó,No,2.3
SESSION05534,Pregrado,Matemáticas,19/09/2024,10.33,4,Ayuda en tareas,4,Tarea completada,Sí,2.7
SESSION05535,Pregrado,Ciencias de la Computación,01/07/2024,4.53,1,Estudio,5,Abandonó,Sí,4.5
SESSION05536,Posgrado,Ciencias de la Computación,25/06/2024,14.22,5,Estudio,2,Idea desarrollada,Sí,3.1
SESSION05537,Posgrado,Biología,23/11/2024,16.9,3,Investigación,2,Tarea completada,Sí,3.4
SESSION05538,Posgrado,Negocios,31/12/2024,13.88,4,Redacción,5,Confundido,Sí,4.2
SESSION05539,Posgrado,Matemáticas,19/12/2024,7.54,3,Redacción,5,Tarea completada,Sí,5.0
SESSION05540,Secundaria,Historia,17/11/2024,28.52,6,Redacción,3,Idea desarrollada,No,3.7
SESSION05541,Pregrado,Matemáticas,14/04/2025,33.12,10,Ayuda en tareas,2,Idea desarrollada,Sí,1.8
SESSION05542,Pregrado,Ingeniería,19/05/2025,14.66,6,Programación,4,Tarea completada,No,2.7
SESSION05543,Posgrado,Ciencias de la Computación,18/05/2025,19.66,4,Estudio,1,Tarea completada,Sí,1.0
SESSION05544,Pregrado,Ingeniería,24/08/2024,40.55,12,Programación,2,Tarea completada,No,2.3
SESSION05545,Posgrado,Negocios,31/10/2024,43.95,8,Estudio,1,Tarea completada,Sí,1.2
SESSION05546,Pregrado,Psicología,29/10/2024,19.65,4,Estudio,4,Tarea completada,Sí,4.6
SESSION05547,Pregrado,Matemáticas,27/06/2024,24.78,7,Programación,5,Tarea completada,Sí,4.1
SESSION05548,Secundaria,Psicología,16/09/2024,7.45,2,Redacción,4,Idea desarrollada,Sí,4.2
SESSION05549,Pregrado,Negocios,25/08/2024,41.84,9,Estudio,2,Tarea completada,Sí,2.1
SESSION05550,Pregrado,Ingeniería,24/02/2025,10.65,2,Programación,4,Tarea completada,Sí,3.5
SESSION05551,Posgrado,Psicología,06/11/2024,40.8,13,Redacción,3,Tarea completada,Sí,1.7
SESSION05552,Secundaria,Matemáticas,11/05/2025,20.6,5,Redacción,4,Tarea completada,Sí,5.0
SESSION05553,Secundaria,Matemáticas,28/06/2024,17.89,7,Programación,3,Confundido,No,1.9
SESSION05554,Pregrado,Negocios,22/07/2024,8.12,2,Redacción,3,Idea desarrollada,Sí,3.2
SESSION05555,Pregrado,Negocios,01/01/2025,20.12,7,Estudio,5,Idea desarrollada,Sí,4.2
SESSION05556,Pregrado,Negocios,14/09/2024,26.29,6,Estudio,1,Tarea completada,No,1.0
SESSION05557,Posgrado,Historia,18/11/2024,20.81,8,Redacción,4,Tarea completada,Sí,5.0
SESSION05558,Pregrado,Negocios,23/10/2024,13.23,3,Estudio,3,Idea desarrollada,Sí,3.0
SESSION05559,Posgrado,Biología,01/10/2024,18.4,4,Estudio,3,Tarea completada,Sí,4.2
SESSION05560,Pregrado,Biología,13/08/2024,6.63,1,Redacción,5,Tarea completada,Sí,5.0
SESSION05561,Secundaria,Psicología,08/06/2025,36.92,7,Estudio,3,Idea desarrollada,Sí,3.4
SESSION05562,Pregrado,Matemáticas,22/11/2024,40.15,10,Ayuda en tareas,3,Tarea completada,No,2.8
SESSION05563,Posgrado,Historia,03/09/2024,13.96,3,Redacción,4,Idea desarrollada,Sí,4.6
SESSION05564,Pregrado,Matemáticas,13/10/2024,21.44,6,Redacción,3,Abandonó,No,2.5
SESSION05565,Pregrado,Ciencias de la Computación,04/08/2024,14.97,3,Ayuda en tareas,5,Tarea completada,Sí,4.5
SESSION05566,Secundaria,Ciencias de la Computación,19/12/2024,15.22,4,Investigación,4,Tarea completada,Sí,4.8
SESSION05567,Pregrado,Ingeniería,18/01/2025,7.74,1,Redacción,3,Tarea completada,Sí,3.0
SESSION05568,Posgrado,Matemáticas,30/09/2024,14.14,3,Programación,5,Tarea completada,Sí,5.0
SESSION05569,Pregrado,Historia,03/09/2024,25.41,5,Ayuda en tareas,4,Idea desarrollada,Sí,3.1
SESSION05570,Posgrado,Ciencias de la Computación,05/02/2025,20.44,5,Ayuda en tareas,4,Tarea completada,Sí,3.2
SESSION05571,Posgrado,Biología,17/07/2024,20.47,4,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05572,Secundaria,Ciencias de la Computación,22/02/2025,5.64,1,Programación,2,Tarea completada,Sí,1.7
SESSION05573,Secundaria,Historia,04/09/2024,52.23,14,Estudio,4,Confundido,No,4.8
SESSION05574,Pregrado,Matemáticas,07/03/2025,14.16,4,Investigación,4,Idea desarrollada,Sí,3.6
SESSION05575,Secundaria,Psicología,01/02/2025,5.7,1,Estudio,5,Confundido,No,4.2
SESSION05576,Posgrado,Ingeniería,23/03/2025,7.21,1,Redacción,2,Tarea completada,Sí,2.2
SESSION05577,Secundaria,Psicología,22/04/2025,30.08,9,Lluvia de ideas,4,Abandonó,Sí,3.3
SESSION05578,Pregrado,Ingeniería,21/08/2024,4.98,1,Estudio,2,Abandonó,Sí,3.1
SESSION05579,Secundaria,Ingeniería,16/09/2024,17.58,8,Programación,4,Tarea completada,Sí,4.8
SESSION05580,Posgrado,Matemáticas,26/04/2025,41.22,9,Estudio,5,Confundido,Sí,4.0
SESSION05581,Posgrado,Ciencias de la Computación,17/09/2024,18.39,4,Estudio,5,Confundido,No,4.8
SESSION05582,Pregrado,Historia,21/10/2024,2.46,1,Estudio,4,Abandonó,No,4.4
SESSION05583,Pregrado,Biología,30/10/2024,11.99,4,Ayuda en tareas,3,Tarea completada,Sí,2.6
SESSION05584,Pregrado,Matemáticas,22/05/2025,2.19,1,Estudio,2,Tarea completada,No,2.7
SESSION05585,Pregrado,Negocios,30/07/2024,31.29,7,Ayuda en tareas,4,Abandonó,No,3.5
SESSION05586,Pregrado,Psicología,21/07/2024,4.1,1,Programación,3,Confundido,No,2.8
SESSION05587,Pregrado,Historia,29/06/2024,39.21,17,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05588,Posgrado,Ingeniería,06/04/2025,3.37,1,Lluvia de ideas,4,Idea desarrollada,Sí,3.8
SESSION05589,Pregrado,Matemáticas,25/04/2025,4.63,1,Redacción,2,Tarea completada,Sí,3.4
SESSION05590,Pregrado,Historia,06/07/2024,16.15,5,Redacción,4,Abandonó,No,5.0
SESSION05591,Pregrado,Biología,31/01/2025,29.77,6,Programación,4,Tarea completada,No,4.1
SESSION05592,Pregrado,Matemáticas,09/07/2024,4.39,1,Ayuda en tareas,4,Confundido,No,4.1
SESSION05593,Secundaria,Historia,28/02/2025,10.01,3,Estudio,2,Tarea completada,Sí,2.2
SESSION05594,Pregrado,Historia,06/06/2025,25.18,5,Programación,3,Tarea completada,Sí,3.4
SESSION05595,Secundaria,Ingeniería,05/06/2025,4.77,1,Estudio,2,Idea desarrollada,Sí,2.2
SESSION05596,Pregrado,Psicología,04/12/2024,6.4,2,Redacción,4,Tarea completada,Sí,5.0
SESSION05597,Pregrado,Negocios,15/05/2025,11.66,4,Estudio,5,Confundido,No,5.0
SESSION05598,Pregrado,Ingeniería,13/03/2025,34.03,9,Redacción,3,Confundido,Sí,3.5
SESSION05599,Posgrado,Matemáticas,12/07/2024,14.28,7,Estudio,3,Tarea completada,No,2.1
SESSION05600,Posgrado,Matemáticas,09/11/2024,9.79,3,Estudio,1,Idea desarrollada,Sí,1.8
SESSION05601,Pregrado,Matemáticas,26/09/2024,24.33,11,Redacción,4,Tarea completada,Sí,4.1
SESSION05602,Secundaria,Ciencias de la Computación,26/06/2024,4.34,1,Redacción,3,Tarea completada,Sí,3.2
SESSION05603,Secundaria,Negocios,26/02/2025,18.34,3,Programación,2,Tarea completada,Sí,1.0
SESSION05604,Posgrado,Psicología,16/04/2025,18.26,4,Redacción,4,Idea desarrollada,No,3.7
SESSION05605,Pregrado,Ciencias de la Computación,20/01/2025,12.87,3,Ayuda en tareas,4,Idea desarrollada,No,3.6
SESSION05606,Pregrado,Negocios,25/01/2025,22.25,4,Estudio,3,Tarea completada,No,3.2
SESSION05607,Posgrado,Historia,13/06/2025,12.69,3,Programación,3,Idea desarrollada,Sí,3.0
SESSION05608,Posgrado,Historia,01/12/2024,27.75,11,Estudio,3,Abandonó,No,2.8
SESSION05609,Pregrado,Matemáticas,08/01/2025,5.51,1,Programación,5,Tarea completada,Sí,4.9
SESSION05610,Pregrado,Historia,30/09/2024,34.86,13,Estudio,2,Abandonó,No,2.7
SESSION05611,Pregrado,Matemáticas,26/09/2024,12.12,2,Programación,5,Idea desarrollada,Sí,4.2
SESSION05612,Pregrado,Ciencias de la Computación,29/06/2024,13.25,2,Ayuda en tareas,5,Tarea completada,No,4.6
SESSION05613,Pregrado,Biología,21/08/2024,6.61,1,Ayuda en tareas,4,Tarea completada,Sí,4.5
SESSION05614,Pregrado,Negocios,03/06/2025,13.25,4,Redacción,2,Idea desarrollada,Sí,2.5
SESSION05615,Posgrado,Negocios,09/06/2025,15.74,3,Ayuda en tareas,2,Tarea completada,Sí,1.6
SESSION05616,Pregrado,Negocios,08/08/2024,9.67,3,Redacción,3,Tarea completada,Sí,3.2
SESSION05617,Pregrado,Negocios,28/07/2024,5.9,1,Programación,3,Idea desarrollada,Sí,2.7
SESSION05618,Secundaria,Matemáticas,20/11/2024,26.65,7,Investigación,4,Abandonó,Sí,3.7
SESSION05619,Pregrado,Negocios,23/11/2024,14.13,3,Estudio,4,Idea desarrollada,No,4.5
SESSION05620,Pregrado,Ingeniería,13/12/2024,30.81,6,Redacción,5,Idea desarrollada,Sí,5.0
SESSION05621,Pregrado,Matemáticas,17/09/2024,6.39,1,Programación,4,Confundido,No,4.7
SESSION05622,Pregrado,Ingeniería,28/04/2025,14.92,3,Ayuda en tareas,2,Confundido,No,2.2
SESSION05623,Pregrado,Historia,15/08/2024,39.53,15,Redacción,5,Idea desarrollada,No,5.0
SESSION05624,Secundaria,Psicología,18/02/2025,21.93,6,Estudio,3,Idea desarrollada,Sí,3.2
SESSION05625,Posgrado,Historia,19/06/2025,15.61,5,Ayuda en tareas,4,Confundido,No,5.0
SESSION05626,Secundaria,Ingeniería,26/06/2024,30.68,10,Lluvia de ideas,3,Idea desarrollada,Sí,2.7
SESSION05627,Pregrado,Psicología,11/10/2024,31.53,6,Redacción,3,Tarea completada,Sí,2.4
SESSION05628,Pregrado,Negocios,07/06/2025,9.74,2,Programación,5,Idea desarrollada,Sí,4.6
SESSION05629,Pregrado,Biología,14/03/2025,24.29,7,Ayuda en tareas,3,Tarea completada,Sí,1.9
SESSION05630,Posgrado,Matemáticas,31/10/2024,23.75,6,Estudio,4,Tarea completada,No,5.0
SESSION05631,Secundaria,Historia,17/06/2025,20.17,6,Estudio,4,Idea desarrollada,Sí,4.5
SESSION05632,Pregrado,Historia,13/06/2025,13.4,3,Redacción,3,Idea desarrollada,Sí,2.3
SESSION05633,Pregrado,Negocios,18/12/2024,8.24,2,Ayuda en tareas,5,Confundido,Sí,5.0
SESSION05634,Pregrado,Ingeniería,31/10/2024,33.96,12,Redacción,4,Tarea completada,No,5.0
SESSION05635,Pregrado,Psicología,12/04/2025,22.59,10,Estudio,4,Tarea completada,Sí,3.4
SESSION05636,Pregrado,Biología,30/05/2025,6.33,1,Redacción,4,Tarea completada,Sí,4.9
SESSION05637,Posgrado,Ciencias de la Computación,28/01/2025,37.67,11,Redacción,4,Tarea completada,Sí,3.6
SESSION05638,Secundaria,Psicología,26/01/2025,29.1,11,Estudio,3,Idea desarrollada,Sí,2.0
SESSION05639,Secundaria,Ciencias de la Computación,26/04/2025,12.92,3,Estudio,4,Tarea completada,No,4.1
SESSION05640,Posgrado,Negocios,20/01/2025,18.08,5,Investigación,2,Tarea completada,Sí,1.9
SESSION05641,Posgrado,Psicología,16/12/2024,17.22,4,Redacción,3,Abandonó,Sí,1.8
SESSION05642,Pregrado,Matemáticas,27/10/2024,2.18,1,Estudio,4,Idea desarrollada,Sí,2.1
SESSION05643,Posgrado,Ciencias de la Computación,22/05/2025,17.46,7,Estudio,4,Confundido,No,3.3
SESSION05644,Posgrado,Biología,29/01/2025,33.11,10,Redacción,2,Confundido,No,1.8
SESSION05645,Secundaria,Psicología,24/05/2025,21.03,4,Ayuda en tareas,4,Tarea completada,No,3.5
SESSION05646,Pregrado,Biología,04/09/2024,43.03,19,Programación,3,Tarea completada,Sí,3.2
SESSION05647,Secundaria,Negocios,28/07/2024,7.44,2,Estudio,5,Tarea completada,Sí,5.0
SESSION05648,Posgrado,Biología,29/08/2024,49.63,14,Redacción,3,Tarea completada,No,3.8
SESSION05649,Pregrado,Historia,09/02/2025,3.27,1,Redacción,3,Idea desarrollada,Sí,3.8
SESSION05650,Pregrado,Negocios,06/04/2025,27.77,10,Estudio,2,Abandonó,No,2.4
SESSION05651,Pregrado,Historia,09/02/2025,18.4,3,Estudio,2,Tarea completada,Sí,1.6
SESSION05652,Pregrado,Matemáticas,19/04/2025,15.75,6,Redacción,4,Tarea completada,Sí,4.6
SESSION05653,Secundaria,Psicología,05/12/2024,14.12,3,Ayuda en tareas,2,Abandonó,No,2.7
SESSION05654,Posgrado,Matemáticas,23/10/2024,7.48,1,Redacción,5,Tarea completada,Sí,5.0
SESSION05655,Pregrado,Psicología,28/08/2024,36.58,9,Ayuda en tareas,3,Tarea completada,No,3.1
SESSION05656,Pregrado,Ciencias de la Computación,24/11/2024,12.45,3,Programación,3,Tarea completada,Sí,4.1
SESSION05657,Pregrado,Negocios,12/07/2024,9.28,1,Estudio,4,Confundido,Sí,3.2
SESSION05658,Pregrado,Historia,21/09/2024,14.77,3,Lluvia de ideas,3,Idea desarrollada,No,3.4
SESSION05659,Secundaria,Ciencias de la Computación,17/05/2025,36.03,9,Investigación,4,Idea desarrollada,Sí,3.3
SESSION05660,Pregrado,Ciencias de la Computación,25/09/2024,28.75,6,Redacción,2,Idea desarrollada,Sí,2.6
SESSION05661,Pregrado,Biología,03/12/2024,27.21,8,Redacción,2,Idea desarrollada,No,3.0
SESSION05662,Posgrado,Biología,11/03/2025,14.46,3,Estudio,4,Tarea completada,Sí,3.6
SESSION05663,Pregrado,Matemáticas,02/05/2025,13.5,3,Programación,4,Idea desarrollada,Sí,4.0
SESSION05664,Secundaria,Matemáticas,01/06/2025,29.19,10,Redacción,4,Tarea completada,Sí,3.7
SESSION05665,Pregrado,Matemáticas,01/09/2024,5.31,1,Ayuda en tareas,5,Abandonó,No,4.9
SESSION05666,Pregrado,Ingeniería,29/04/2025,21.41,7,Ayuda en tareas,5,Idea desarrollada,Sí,5.0
SESSION05667,Pregrado,Biología,27/06/2024,59.71,16,Lluvia de ideas,3,Idea desarrollada,Sí,2.2
SESSION05668,Pregrado,Negocios,02/06/2025,13.27,2,Ayuda en tareas,3,Tarea completada,Sí,2.6
SESSION05669,Secundaria,Matemáticas,20/03/2025,20.71,6,Estudio,3,Confundido,Sí,3.6
SESSION05670,Secundaria,Ingeniería,17/08/2024,31.09,12,Estudio,4,Tarea completada,Sí,2.8
